2024-11-23 14:28:46,927 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2024-11-23 14:28:46,945 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2024-11-23 14:28:46,945 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2024-11-23 14:28:46,949 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2024-11-23 14:28:46,974 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2024-11-23 14:28:46,975 INFO  SwAddin.cs: 197 - Setting up callbacks
2024-11-23 14:28:46,976 INFO  SwAddin.cs: 201 - Setting up command manager
2024-11-23 14:28:46,976 INFO  SwAddin.cs: 204 - Adding command manager
2024-11-23 14:28:46,978 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2024-11-23 14:28:46,993 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2024-11-23 14:28:46,995 INFO  SwAddin.cs: 210 - Adding event handlers
2024-11-23 14:28:47,008 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2024-11-23 16:42:10,597 INFO  SwAddin.cs: 294 - Assembly export called for file 01_R1_component_URDF_20241120.SLDASM
2024-11-23 16:42:10,603 INFO  SwAddin.cs: 299 - Save is required
2024-11-23 16:42:10,604 INFO  SwAddin.cs: 313 - Saving assembly
2024-11-23 16:42:14,648 INFO  SwAddin.cs: 316 - Opening property manager
2024-11-23 16:42:14,678 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 01_R1_component_URDF_20241120.SLDASM
2024-11-23 16:42:14,688 INFO  ExportHelperExtension.cs: 1136 - Found 144 in 01_R1_component_URDF_20241120.SLDASM
2024-11-23 16:42:14,690 INFO  ExportHelperExtension.cs: 1145 - Found 33 features of type [CoordSys] in 01_R1_component_URDF_20241120.SLDASM
2024-11-23 16:42:14,690 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-11-23 16:42:14,693 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2024-11-23 16:42:14,694 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 01_R1_component_URDF_20241120.stp-1
2024-11-23 16:42:14,695 INFO  ExportHelperExtension.cs: 1136 - Found 32 in 01_R1_component_URDF_20241120.stp-1
2024-11-23 16:42:14,696 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 01_R1_component_URDF_20241120.stp-1
2024-11-23 16:42:14,697 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 01_R1_component_URDF_20241120.SLDASM
2024-11-23 16:42:14,697 INFO  ExportHelperExtension.cs: 1136 - Found 144 in 01_R1_component_URDF_20241120.SLDASM
2024-11-23 16:42:14,698 INFO  ExportHelperExtension.cs: 1145 - Found 33 features of type [RefAxis] in 01_R1_component_URDF_20241120.SLDASM
2024-11-23 16:42:14,699 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-11-23 16:42:14,699 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2024-11-23 16:42:14,700 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 01_R1_component_URDF_20241120.stp-1
2024-11-23 16:42:14,700 INFO  ExportHelperExtension.cs: 1136 - Found 32 in 01_R1_component_URDF_20241120.stp-1
2024-11-23 16:42:14,701 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 01_R1_component_URDF_20241120.stp-1
2024-11-23 16:42:15,091 INFO  SwAddin.cs: 339 - Loading config tree
2024-11-23 16:42:15,096 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2024-11-23 16:42:15,099 INFO  SwAddin.cs: 344 - Showing property manager
2024-11-23 16:51:08,109 INFO  ExportPropertyManager.cs: 416 - Configuration canceled
2024-11-23 16:51:08,189 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-11-23 16:51:45,001 INFO  SwAddin.cs: 294 - Assembly export called for file 01_R1_component_URDF_20241120.SLDASM
2024-11-23 16:51:45,002 INFO  SwAddin.cs: 299 - Save is required
2024-11-23 16:51:45,002 INFO  SwAddin.cs: 313 - Saving assembly
